term,ngram_n,document_frequency,title_document_frequency,weighted_frequency,아이템,퀘스트,몬스터,직업,시세,기타,dominant_category,category_purity,category_confidence,score,example_1,example_2,example_3
헥환,1,94,12,131,63,0,5,9,1,16,아이템,0.6702127659574468,0.37976905280933815,5.559100533792092,헥환 8만 목표 과금 어느정도 해야할까요?,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,헥환 5만목표 방향성 궁금해요
있는,1,180,6,216,104,3,4,4,6,59,아이템,0.5777777777777777,0.3489923296355934,5.553288447322611,동전꼽기가 운영정책 위반인지 여부,선생님들 헥사환산 몇을 목표로 잡아야할까요?,메고수 형님들 해방무기 질문입니다!!
스펙,1,82,14,104,52,3,0,6,0,21,아이템,0.6341463414634146,0.379369832337629,5.523530119108177,유챔 하드 세렌급 보조 스펙 질문 있습니다!,18에테 22아케인 질문있습니다,메린이 익스우 템세팅 질문
주문서,1,62,7,98,53,0,0,1,3,5,아이템,0.8548387096774194,0.635021285424029,5.500012675412022,요놈 에테장비에 바를수있나요?,120억에 샀는데 ㄱㅊ은가요??,뉴비) 첫 해방 무기 세팅 방법 좀 알 수 잇을까요?!
파풀마,1,36,6,58,34,0,0,0,0,2,아이템,0.9444444444444444,0.9215674807041246,5.494601591141139,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,챌섭 스펙업 어떻게 할까요? 미트라? 보장?,헥환 4.5 이후 템셋팅 질문.
루컨마,1,38,10,60,36,0,0,0,2,0,아이템,0.9473684210526315,0.7433399237852433,5.490660240352928,헥환 8만 목표 과금 어느정도 해야할까요?,뉴비 루컨마 시세 문의 드립니다..!!!,지금의 조건으로 어느정도 맞춰야할까요 진로상담 부탁드립니다
카르마,1,35,9,55,33,0,0,0,1,1,아이템,0.9428571428571428,0.8115712668626088,5.488088237957271,미트라의 분노 잠재 스크롤 안됌,뉴비) 첫 해방 무기 세팅 방법 좀 알 수 잇을까요?!,제네플 큐브 및 카르마 큐브 사용처 질문드립니다!
사는게,1,70,7,87,60,0,1,0,5,4,아이템,0.8571428571428571,0.5807248793921869,5.470792353010409,하메 도전 메린이 인데 템셋 질문있슴다,에테 장갑은 크주 vs 쌍크 어느게 가성비 좋나요,에테 18성 직작 vs 완작사기
21퍼,1,55,6,68,50,0,0,1,2,2,아이템,0.9090909090909091,0.7152437022761026,5.467548134748003,핵환 4.4 도미먹었는디,에테 18성 직작 vs 완작사기,환산 7~8만 목푠데 다음 메소를 어디다 써야 해야할까요?
블빈마,1,46,8,66,41,0,1,0,1,3,아이템,0.8913043478260869,0.706748022914246,5.451386708078758,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,4여명 5칠흑으로 7~8만 될까요?,챌섭 메린이 템세팅 질문있습니다
마도서,1,35,6,49,33,0,0,0,0,2,아이템,0.9428571428571428,0.9193823451427399,5.446708727849074,무보 잇는상태에서 유챔 템셋팅질문점여,마도서 먹었는데 어쩌죠?,메고수 형님들 템 진로좀 봐주십쇼
사냥,1,108,13,140,47,2,5,10,1,43,기타,0.39814814814814814,0.293926255600514,5.438093008384266,헥환 8만 목표 과금 어느정도 해야할까요?,유뇬작이랑 링크작하려는데,"헥사스킬올리기, 야누스30조각 모으기"
이후,1,61,17,90,39,0,3,3,0,16,아이템,0.639344262295082,0.4093764409757868,5.430200713791457,헥환 8만 목표 과금 어느정도 해야할까요?,헥환 4.5 이후 템셋팅 질문.,갓 2억단 뉴비 다음 스펙업 추천 부탁드립니다.
부위,1,49,4,60,46,0,0,1,0,2,아이템,0.9387755102040817,0.8601960878901994,5.395378256122707,챌섭 스펙업 뭐부터해야할까요?,메린이 많이 성장했지만 다시 막막해짐..,진로 고민 도와주세요
or,1,52,8,64,42,0,2,0,0,8,아이템,0.8076923076923077,0.6316931519949555,5.374290442897513,제네시스 코인 투자처 질문,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,제네플 큐브 및 카르마 큐브 사용처 질문드립니다!
챌섭 유입,2,29,16,47,25,0,0,0,1,3,아이템,0.8620689655172413,0.7031255777727409,5.358112027904814,챌섭 유입 메린이 템 진로 고민입니다 !!,메이플 챌섭 뉴비 아이템 추가 스펙업 질문합니다!,드랍셋
메멘토,1,34,9,51,31,0,0,0,1,2,아이템,0.9117647058823529,0.7728997439925499,5.328712122541387,"익스우, 노흉 목표 템 진로 질문좀요",여명셋 질문 있습니다!,헥환 7만 중반 ~ 8만 목표 레테 템세팅 조언 부탁드립니다.
장비,1,68,13,95,46,1,0,6,2,13,아이템,0.6764705882352942,0.4042264941797211,5.3264567840561,선생님들 헥사환산 몇을 목표로 잡아야할까요?,템환 10만으로 가고싶습니다..,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.
가엔링,1,53,9,79,44,0,0,0,4,5,아이템,0.8301886792452831,0.578230020050017,5.322167725430884,칠흑 아랫급에 별누르는건 요새 별로임?,별 누르기vs언컨 구매,[뉴비] 메짱이형님들 템진로 조언 부탁드립니다
흔적,1,25,12,52,4,11,0,0,0,10,퀘스트,0.44,0.843711525438804,5.314638893337184,메잘알 선배님들 질문,검마 흔적만 먹으러가는 6인팟도 나오나요?,안녕하세요. 뉴비입니다. 검마 해방에 관해서 질문 드립니다.
스펙업 순서,2,19,12,35,19,0,0,0,0,0,아이템,1.0,1.0,5.30090274460772,헥환 7만 중반 ~ 8만 목표 레테 템세팅 조언 부탁드립니다.,스펙업 순서,챌섭 메린이 스펙업 순서 질문 있어요!!
무보엠,1,42,14,63,34,0,0,5,0,3,아이템,0.8095238095238095,0.5550741746046138,5.300358152441257,하메 도전 메린이 인데 템셋 질문있슴다,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,챌섭 뉴비 하드메이린 잡고싶은데 스펙업 질문
코인샵,1,47,8,63,39,0,0,0,2,6,아이템,0.8297872340425532,0.648799151948658,5.295094084478701,코인샵 코인 어디에 쓸까요?,챌섭에서 리프할때 템,뉴비) 첫 해방 무기 세팅 방법 좀 알 수 잇을까요?!
아스트라,1,24,11,48,22,0,0,0,0,2,아이템,0.9166666666666666,0.8837590539486351,5.291910193663462,아스트라 보조무기 질문있습니다.,렌] 아스트라 보조무기 전승해도 될까요?,아스트라 전승 하는법?
22성,1,52,6,75,46,0,0,1,2,3,아이템,0.8846153846153846,0.682968081539611,5.291286412035431,헥환 8만 목표 과금 어느정도 해야할까요?,선생님들 헥사환산 몇을 목표로 잡아야할까요?,보통 22성 도전자셋은 환산 몇만까지 끼나요?
인데,1,62,11,74,35,0,10,2,2,13,몬스터,0.16129032258064516,0.46128729178611455,5.283814384905815,유뇬작이랑 링크작하려는데,하메 도전 메린이 인데 템셋 질문있슴다,유입된 메린인 인데 이 이상 어떻게 스팩업을 해야할지 알려주세요!
1추,1,32,5,43,31,0,0,0,0,1,아이템,0.96875,0.9554091601708267,5.256118040466115,제네무기 추옵이랑 에디 건드려야할까요 ?,메고수 형님들 해방무기 질문입니다!!,제네무기 어디를 건드려야 될까요?
아버,1,55,16,87,34,1,0,9,0,11,직업,0.16363636363636364,0.41151531582098316,5.2556048817293926,뉴비 아버 템 대체질문,챌린저 찍고싶은 메린인데 향후 템셋팅 어떻게 해야하나요?,메쌤 도와줘요
맞을까요,1,81,8,104,55,0,2,3,3,18,아이템,0.6790123456790124,0.4353024383622488,5.247095979249484,18에테 22아케인 질문있습니다,메린이 에디 레전 천장 어떻게 하는게 좋을까요,미트라 갈아타기 질문점요
스타포스,1,45,12,66,35,0,0,0,3,7,아이템,0.7777777777777778,0.5488223237641248,5.24642094216171,뉴비 아버 템 대체질문,크주잡 에테 스타포스 어디까지 올려야할까요?,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.
드메,1,54,20,89,37,0,3,0,5,9,아이템,0.6851851851851852,0.36828148297742846,5.2456203498657015,"익스우, 노흉 목표 템 진로 질문좀요",이벤링 큐브 질문,드메 100/100기준이 템잠재기준인가요?
거공,1,33,6,46,30,0,0,0,0,3,아이템,0.9090909090909091,0.8736041961254287,5.231997322551183,헥환 8만 목표 과금 어느정도 해야할까요?,챌섭 메린이 질문이용,메고수 형님들 템 진로좀 봐주십쇼
효율,1,79,13,108,44,2,2,4,0,27,아이템,0.5569620253164557,0.33223826518546845,5.229936108530406,하메 도전 메린이 인데 템셋 질문있슴다,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,mvp작
아직,1,118,6,137,75,2,4,8,0,29,아이템,0.635593220338983,0.3796081980956293,5.221159622867949,본캐 추천 부탁드리겠습니다....,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?
썬콜,1,38,10,58,16,0,1,15,1,5,직업,0.39473684210526316,0.6568748181959486,5.218337837269167,솔 에르다 3개의 가치가 어느정도인가요?,하버 본캐 썬콜VS키네VS제논 (투표),본섭에 유니온 만들려는데 고민상담좀 해주십쇼..
방무,1,52,8,88,41,0,1,3,0,7,아이템,0.7884615384615384,0.5747768456591981,5.186825807888593,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,미트라 고민,급함 제네무기 윗잠 방무 버려도됨??
캐릭,1,77,11,99,26,2,1,14,3,31,직업,0.18181818181818182,0.35994539162708233,5.170861372966028,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,챌섭 리프 질문,메린이 본캐 고민
뉴비입니다,1,80,14,97,47,1,4,6,4,18,아이템,0.5875,0.29322135776458974,5.149973318200447,에테 18성 직작 vs 완작사기,안녕하세요 챌섭유입 뉴비입니다.,3일차 뭐해야할지 모르겠어요 메쌤들 좀 도와주세요
괜찮을까요,1,69,7,82,48,0,0,5,1,15,아이템,0.6956521739130435,0.4856820701283394,5.124744782317375,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.,아스트라 보조무기 질문있습니다.,렌] 아스트라 보조무기 전승해도 될까요?
환산주스탯,1,42,16,64,15,0,2,2,0,23,기타,0.5476190476190477,0.4729855151791224,5.124579078780463,챌섭 블큐 화에큐 사용처 및 챌 달성 질문,별 누르기vs언컨 구매,대적자 코인 남는거 어디다 쓸까요..?
조각,1,79,11,110,38,2,0,5,2,32,기타,0.4050632911392405,0.33606093498035433,5.10956782445913,헥환 8만 목표 과금 어느정도 해야할까요?,"헥사스킬올리기, 야누스30조각 모으기",하드메이린 목표 템셋 좀 봐주세요 ㅠㅠ
쓸까요,1,21,12,35,19,0,0,0,0,2,아이템,0.9047619047619048,0.8678310276848225,5.10810008271541,크주잡 에테 스타포스 어디까지 올려야할까요?,코인샵 코인 어디에 쓸까요?,어빌 카오스 서큘레이터 질문이요
플라즈마,1,28,10,45,23,0,0,0,0,5,아이템,0.8214285714285714,0.7607289911698115,5.096978229033713,플라즈마 하트 스페어 질문,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,챌섭 뉴비 하드메이린 잡고싶은데 스펙업 질문
많이,1,137,8,158,69,4,7,11,3,43,아이템,0.5036496350364964,0.24492609058647566,5.088721639952613,제네패스 지금 사도 되나요?,레테 보조 질문드립니다..,펫 아무거나 사도 되나요?
트왈마,1,39,4,48,35,0,0,0,0,4,아이템,0.8974358974358975,0.8581097010571871,5.081917200721528,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,전투력 1억5천 메린이 다음 스펙업을 도통 못잡겠어요 ㅠㅠ,10억있는데 카유잠 어디에 쓸지 추천부탁드립니다
질문이요,1,26,26,53,18,0,0,1,0,7,아이템,0.6923076923076923,0.5502847724706396,5.0807475563378945,어빌 카오스 서큘레이터 질문이요,보스 코인 질문이요,챌섭 진로 질문이요
돌리는게,1,37,5,45,32,0,0,0,0,5,아이템,0.8648648648648649,0.815615835347072,5.077269819024393,메린이 해방무기 윗잠 질문,무기 윗잠 돌릴까요,메린이 해방무기 에디 돌리는게 좋을까여
남은,1,54,8,71,42,1,2,1,0,8,아이템,0.7777777777777778,0.5241213641233716,5.0668168586609905,남은 대적자 코인 어디에 터는게 정배일까요,복귀 중고뉴비 대적자 코인 뭐에 써야할까요?,제네무기 고민중인데여..
기준,1,72,11,92,32,1,3,4,1,31,기타,0.4305555555555556,0.3454641459679771,5.038007613941967,대장장이 고견 나눠주실 메짱엉아들?,챌섭 블큐 화에큐 사용처 및 챌 달성 질문,메소 버는법...?
하는게,1,89,5,97,62,1,3,1,2,20,아이템,0.6966292134831461,0.4546027261011466,5.03189458902602,100억 정도 있는디,하드 메이린 잡았는데,메린이 에디 레전 천장 어떻게 하는게 좋을까요
보공,1,69,8,108,46,0,0,6,2,15,아이템,0.6666666666666666,0.42739953428359373,5.030844458419998,레테 보조 질문드립니다..,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?,제네무기 옵션 방향성좀 알려주세요...
세렌,1,46,15,72,19,1,8,5,0,13,몬스터,0.17391304347826086,0.42534602474573335,5.026205061479093,템환 6.4 헥환 5.3 캐릭 버리려고하는데요,챌섭 메린이 질문이용,챌린저 하고 싶은데 여기서 무보엠 바꿔주면 되나요?
차이,1,64,17,97,34,0,5,4,1,20,아이템,0.53125,0.2838891888228568,5.003346077891212,해방 질문있습니다,메 m 이거 차이가 뭔가요,도시섭이랑 시골섭 차이 심함?
4여명,1,37,6,55,34,0,1,1,0,1,아이템,0.918918918918919,0.7314028394421189,4.98740189188742,마도서 먹었는데 어쩌죠?,4여명 5칠흑으로 7~8만 될까요?,무보 이런데 해방하고 정옵띄우면 하드메이린 가능한가요??
똥블렘,1,30,7,47,27,0,0,1,0,2,아이템,0.9,0.7831494311972083,4.971616670090256,템세팅 조언 부탁드립니다,에디 레전천장 사용처 추천부탁드려요 + 도전자 대체셋 질문,똥블렘 언제까지 써야하나요? 투자를 좀 해서...
천장,1,30,9,55,26,0,0,0,1,3,아이템,0.8666666666666667,0.7112467690661064,4.967836240722695,에디 레전 천장 사용처가 고민입니다....,제네무기 vs 미트라 에디,메린이 에디 레전 천장 어떻게 하는게 좋을까요
쌍레,1,48,10,68,37,0,0,0,5,6,아이템,0.7708333333333334,0.4820460734137117,4.958536047646418,에테 스타포스 할만한지 아니면 사먹는게 나은지 궁금합니다.,[질문] 복귀 유저 아버 이후 에테르넬 17성 풀셋 질문,보마 보조 윗잠 돌리기 vs 그냥쓰다 팔기
데브펜,1,44,9,65,36,0,0,0,4,4,아이템,0.8181818181818182,0.5401556704053745,4.956384034965727,데브펜 24성 시세 어떻게 될까요?,안녕하세요 선생님들 템 진로 고견좀 여쭙습니다,펜던트 토드 질문있습니다..
했는데,1,104,8,120,45,5,8,2,1,43,기타,0.41346153846153844,0.2833497737232881,4.9548204407451575,화에큐 사용처 질문,대적자 3페 연습모드 여는 방법,초저자본 메린이 첫 제네시스 잠재 질문
윗잠 아랫잠,2,20,7,27,20,0,0,0,0,0,아이템,1.0,1.0,4.943794367196958,제네무기 윗잠 아랫잠 뭐돌릴까요...,제네무기 질문입니다 메짱선생님들,제네무기 뭐돌리는게 정배인가요?
어떤게,1,44,7,52,35,0,0,2,1,6,아이템,0.7954545454545454,0.5926071117435583,4.922256566089045,어떤게 더 좋은가요 직업운 렌입니다,직업 고민,미트라 고민
경매장,1,55,8,73,35,0,0,1,8,11,시세,0.14545454545454545,0.47254551893773994,4.9173685799671745,레테 보조 질문드립니다..,대장장이 고견 나눠주실 메짱엉아들?,챌섭 아케인셰이드 장갑 극추옵 질문드립니다
레에,1,36,3,46,34,0,0,0,0,2,아이템,0.9444444444444444,0.9215674807041246,4.912157191848834,헥환 8만 목표 과금 어느정도 해야할까요?,유챔 하드 세렌급 보조 스펙 질문 있습니다!,뉴비 아버 템 대체질문
유챔,1,39,12,76,17,0,1,9,0,12,직업,0.23076923076923078,0.5025834626284171,4.903993780183091,유챔 하드 세렌급 보조 스펙 질문 있습니다!,무보 잇는상태에서 유챔 템셋팅질문점여,미트라 고민
스킬,1,55,15,97,3,3,7,12,0,30,직업,0.21818181818181817,0.3164308919128609,4.853381276914481,동전꼽기가 운영정책 위반인지 여부,2분 설치기 직업,"안녕하세요 메쌤, 메형님들 뉴비 질문 몇 가지만 해도 될까요?"
한번,1,77,12,94,38,1,3,8,1,26,아이템,0.4935064935064935,0.25863291893990625,4.851482446525046,하드 메이린 잡았는데,에디 레전 천장 질문입니다,살짝 과부화 오는데 방향성 한번만 잡아주실분..?
제네시스 무기,2,19,11,31,17,0,0,0,0,2,아이템,0.8947368421052632,0.8545434825220493,4.848673138333877,챌섭 챌린저 목표 템셋팅 관련 질문입니다.,레테 제네시스무기,제네시스 무기 추옵 궁금해요
마이링,1,34,4,45,30,0,0,0,0,4,아이템,0.8823529411764706,0.8382856019472291,4.845703980561267,칠흑 아랫급에 별누르는건 요새 별로임?,보스방 드랍율이랑 일반 맵 드랍율이 다른가요?,"익스우, 노흉 목표 템 진로 질문좀요"
감사하겠습니다,1,93,5,102,61,0,5,4,3,20,아이템,0.6559139784946236,0.3831776140349641,4.831053649038911,메린이 하드메이린 목표 템셋 봐주시면 감사하겠습니다!,선생님들 헥사환산 몇을 목표로 잡아야할까요?,메이플 그래픽설정 의견주시면 감사하겠습니다.
